"","5-Fluorouracil","ABT737","Acetalax","Afatinib","Afuresertib","AGI-5198","AGI-6780","Alisertib","Alpelisib","AMG-319","AT13148","Axitinib","AZ6102","AZ960","AZD1208","AZD1332","AZD2014","AZD3759","AZD4547","AZD5153","AZD5363","AZD5438","AZD5582","AZD5991","AZD6482","AZD6738","AZD7762","AZD8055","AZD8186","BI-2536","BIBR-1532","BMS-345541","BMS-536924","BMS-754807","Bortezomib","Buparlisib","Camptothecin","Carmustine","Cediranib","Cisplatin","Crizotinib","Cyclophosphamide","Cytarabine","CZC24832","Dabrafenib","Dactinomycin","Dactolisib","Daporinad","Dasatinib","Dihydrorotenone","Dinaciclib","Docetaxel","Doramapimod","Elephantin","Entinostat","Entospletinib","Epirubicin","EPZ004777","EPZ5676","Erlotinib","Fludarabine","Foretinib","Fulvestrant","Gallibiscoquinazole","Gefitinib","Gemcitabine","GNE-317","GSK1904529A","GSK2578215A","GSK2606414","GSK269962A","GSK343","GSK591","I-BET-762","I-BRD9","Ibrutinib","Ipatasertib","Irinotecan","IWP-2","JQ1","KU-55933","Lapatinib","LCL161","Leflunomide","LGK974","Linsitinib","LJI308","Luminespib","LY2109761","MG-132","MIM1","MIRA-1","Mirin","Mitoxantrone","MK-1775","MK-2206","MK-8776","ML323","MN-64","Navitoclax","Nelarabine","Nilotinib","Niraparib","NU7441","Nutlin-3a (-)","NVP-ADW742","Obatoclax Mesylate","OF-1","Olaparib","OSI-027","Osimertinib","OTX015","Oxaliplatin","P22077","Paclitaxel","Palbociclib","PCI-34051","PD0325901","PD173074","Pevonedistat","PF-4708671","PFI3","Pictilisib","PLX-4720","Podophyllotoxin bromide","PRIMA-1MET","PRT062607","Pyridostatin","Rapamycin","Ribociclib","RO-3306","Ruxolitinib","RVX-208","Sabutoclax","Sapitinib","Savolitinib","SB216763","SB505124","SCH772984","Selumetinib","Sepantronium bromide","Sinularin","Sorafenib","Staurosporine","Talazoparib","Tamoxifen","Taselisib","Telomerase Inhibitor IX","Temozolomide","Teniposide","Topotecan","Tozasertib","Trametinib","Ulixertinib","UMI-77","Uprosertib","VE-822","VE821","Venetoclax","Vinblastine","Vincristine","Vinorelbine","Vorinostat","VX-11e","Wee1 Inhibitor","WEHI-539","WIKI4","Wnt-C59","WZ4003","XAV939","YK-4-279","ZM447439","Zoledronate"
"ECC12",5.093403,NA,NA,NA,NA,NA,NA,3.425168,4.391882,NA,NA,NA,NA,4.247315,5.10252,4.89167,3.163856,NA,NA,1.33699,NA,2.735948,NA,1.517381,NA,NA,NA,NA,NA,NA,NA,2.541438,NA,NA,NA,NA,-1.707809,NA,NA,NA,4.027243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.43701,4.646527,NA,NA,NA,NA,NA,NA,NA,NA,4.588653,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.513534,1.053345,NA,NA,NA,5.352228,3.911827,2.672585,3.078928,NA,-0.894478,NA,NA,NA,NA,4.579153,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.143757,NA,NA,NA,2.436683,NA,NA,NA,NA,NA,3.057096,NA,NA,NA,NA,1.632117,NA,NA,NA,NA,NA,NA,NA,2.719782,NA,NA,NA,NA,NA,4.91736,NA,NA,4.857003,NA,NA,NA,3.611982,5.506551,NA,NA,NA,NA,NA,NA,4.209795,NA,NA,NA,NA,NA,NA,NA,NA,3.367593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.534802,NA,NA,NA
"ECGI10",4.768843,3.087653,-0.874656,-3.095542,1.616506,4.006679,4.645883,1.644628,2.733434,5.187372,3.006963,NA,2.169544,1.597366,5.180078,3.42331,1.040388,-0.199691,2.049405,2.656564,2.110059,1.18939,1.737915,2.725333,NA,1.701927,0.562376,NA,2.139794,NA,4.480724,2.509695,3.127235,NA,-5.040637,0.2676,-3.049552,6.488658,1.681177,3.154215,2.499656,5.176786,0.289577,5.101426,4.899579,-4.6635355,-1.948144,NA,1.249856,0.922961,-4.008068,-6.4184185,NA,3.535644,1.544759,2.495717,-1.680787,4.890237,4.761557,-0.334276,6.079072,1.215642,4.209905,2.148162,0.39217,-1.529354,-0.659955,3.259834,4.819653,2.93885,NA,2.156612,2.195248,3.310858,4.885013,0.18168,2.012875,1.875057,2.260067,NA,NA,0.133638,4.978469,5.070867,3.90451,4.120562,4.360043,-3.737027,4.740363,-1.794178,3.414626,5.390046,3.336816,-1.951701,-0.669714,2.294828,2.702907,4.613404,4.296871,4.75424,5.618712,4.225286,3.224285,NA,4.743926,2.784391,0.978226,3.56873,4.439998,4.069488,-1.217516,3.331128,4.3845875,4.611892,-5.198454,4.993982,5.374067,-0.319337,4.226579,-0.378629,NA,5.162175,0.201055,4.727796,-1.292551,5.855074,2.083457,2.181601,-3.164139,NA,NA,4.707216,4.185028,-1.728522,-0.829692,1.509093,NA,NA,0.791235,2.110475,-2.393276,4.15741,2.40029,-3.117689,1.927914,3.949407,-0.310882,0.085619,6.286256,-0.771937,-0.506127,NA,-1.126252,2.457481,3.101935,1.299877,2.065332,3.853203,1.356771,-5.667445,-4.017909,-5.99565,1.163441,1.592217,1.086634,4.275592,3.349282,4.614831,3.519211,3.70835,0.677207,NA,3.780608
"EFM19",4.38984,2.095327,0.277198,1.865122,1.315808,4.599327,3.707124,2.92345,1.177257,4.604857,3.345367,3.998351,2.569942,2.436574,4.809555,4.312768,1.968469,2.897271,2.012316,3.596997,2.008424,3.385986,-2.31778,3.60317,3.625417,3.707309,1.420777,0.429236,1.666082,0.663651,4.87411,3.966623,3.546236,NA,-5.346493,0.722791,0.169891,5.407566,2.804124,5.81481,3.420676,4.049162,3.835238,5.760927,4.88268,-2.0578695,-1.05085,-4.441284,0.450478,0.655079,-2.722532,-3.821279,2.866758,3.27603,4.26308,4.428379,-0.070722,4.923589,6.115726,3.767951,6.02526,1.691187,2.7598365,1.667523,4.134787,4.682017,-0.954152,4.453028,4.459923,2.450438,3.101679,2.91701,4.593735,3.59168,4.709952,5.694609,1.377396,5.331996,2.892132,3.163019,4.453567,3.540034,0.855963,6.190795,3.665485,5.467471,5.836574,-0.969482,5.726939,-1.364815,4.955524,5.234269,4.72445,4.070985,1.89929,0.964633,4.083445,3.882393,4.476938,1.415196,6.016807,3.060762,5.171182,2.34099,5.370425,4.062768,1.71133,3.963508,5.186683,1.828175,1.559725,4.008609,4.858476,4.113968,-3.956621,3.668313,3.913005,2.288474,3.866128,3.684994,4.342475,5.55044,-0.199938,5.173895,-0.844371,3.035626,5.767344,3.651386,-1.174549,3.828688,4.471699,5.061642,4.967502,0.481536,3.647034,3.584321,6.353378,NA,3.363211,5.386839,-4.385318,2.535298,2.615504,-2.436383,4.057363,4.281984,0.855265,-0.078994,6.919262,1.123935,1.749469,4.573136,2.861231,3.7447795,2.216107,1.232453,4.530286,5.876945,3.301824,-4.067755,-2.762513,-3.852738,0.600801,3.975068,1.88908,1.313156,4.862637,3.433447,5.802948,5.455386,1.457151,3.712114,4.253519
"EFM192A",6.880987,1.583313,1.950881,1.015272,2.213215,4.494168,4.705406,4.360658,2.249805,5.905329,3.44363,5.43934,2.761191,5.468889,5.884255,5.561497,2.117514,2.973948,2.40407,2.484792,2.228407,3.360426,NA,2.448017,4.060641,3.830207,4.078612,-0.8237,2.54581,3.21432,4.699595,4.345465,4.576194,NA,-5.727178,0.508166,1.431538,7.048882,2.967853,5.276856,4.661498,5.573003,3.953262,5.854741,5.506516,-2.2691325,-1.947326,NA,3.415791,1.36189,-3.045634,-0.152474,5.363192,3.548862,1.046082,5.832239,1.358159,5.837649,5.849456,2.176347,1.484967,2.675162,4.3625615,3.011489,3.871241,4.488862,-0.220686,4.229107,4.959583,5.74003,3.693036,2.822827,5.37331,3.674595,5.333708,NA,2.877181,5.392277,3.320527,3.576583,5.496396,0.97095,1.734617,4.84635,3.393169,4.99145,5.768723,-1.500553,5.276807,-1.236439,4.544077,5.95027,6.245847,2.102919,4.245177,2.624951,5.252574,4.509384,5.090764,4.228594,6.22321,3.293908,5.291044,4.09452,5.583236,4.176481,3.994812,5.29874,4.503029,1.356783,-0.634152,4.226001,6.3899615,3.808752,-0.800833,3.900809,5.787893,2.348368,4.726249,4.010044,4.200811,4.974505,0.984805,6.118688,0.88799,6.765949,5.719274,4.348396,-3.325501,3.59288,4.365193,4.002671,4.271466,1.559062,1.433425,2.310864,6.291074,NA,4.321568,6.192995,-3.963041,3.38332,2.933901,-1.797032,3.711891,4.724225,0.874352,2.460691,7.08225,1.923415,4.208755,5.889699,2.792409,3.7738545,2.25509,2.2852365,3.515286,5.755217,3.172911,1.128721,1.937581,1.132359,1.689853,3.896787,4.55963,3.690638,3.418618,5.345537,5.903682,3.560755,3.511931,3.721554,4.270538
"EFO21",7.514007,5.402121,7.312196,3.355526,4.000663,7.080543,6.215425,5.323548,6.04762,5.786232,7.111423,NA,3.326379,3.69382,6.962015,4.455673,2.501791,3.124699,6.434331,1.367317,6.398085,5.367976,-0.72144,7.641326,NA,4.980585,0.822533,NA,3.655267,NA,7.379237,5.999502,2.49453,NA,-2.747355,2.505562,0.796873,8.626625,2.458143,7.971887,6.171354,6.835183,4.07785,6.056085,7.750434,-1.17474,1.224276,-4.028838,1.490387,1.507315,-0.46442,-0.618269,NA,6.470455,6.791761,4.660908,0.989044,6.45108,7.837026,4.117966,6.395075,3.342006,6.1622705,3.037514,4.961456,0.417389,0.890078,6.507159,6.48635,6.5837,NA,4.857474,5.992244,5.083478,6.386531,4.197465,5.584503,5.433809,4.050179,NA,NA,4.894428,7.34379,7.254394,6.133917,3.98297,7.429031,0.90837,7.394512,-1.445993,5.738206,7.557141,7.625748,2.537095,1.476891,4.177923,5.159432,6.788225,5.863187,6.399006,7.356898,6.633423,7.157148,NA,7.178534,4.624069,3.434333,6.503534,5.693656,NA,2.602588,3.625961,7.5572015,7.897034,1.350256,5.7487,5.63034,1.380035,6.931033,4.037541,NA,6.543861,1.932371,6.561041,2.020223,8.600517,5.526029,3.890211,-1.150459,NA,NA,7.240217,6.130105,2.022765,4.850357,5.602636,NA,NA,3.237233,5.39272,-5.320634,5.104103,5.863627,-2.096135,5.418868,5.623766,3.200621,3.262609,8.201131,3.026738,3.283953,NA,0.240133,2.442507,6.35095,6.430536,6.947493,7.027246,5.110991,0.052052,3.539117,0.111511,4.906547,4.577038,6.001787,4.566885,5.675555,7.081433,3.935434,6.186473,4.355078,NA,6.17464
"EJM",4.685122,0.993899,6.209916,1.88268,2.949178,5.125229,4.360499,2.240805,2.885891,4.479216,3.146707,NA,2.660825,0.797712,3.882673,4.559246,1.702605,2.954615,2.648717,1.312513,3.049121,1.786742,1.841674,2.577638,NA,1.765461,-0.409294,NA,3.708748,NA,4.012797,2.622788,3.056308,NA,-5.248902,1.750742,-2.586286,6.123338,2.644094,3.58349,2.154715,5.121378,1.64377,5.104745,3.181419,-3.312103,-1.635895,NA,2.331037,-0.746865,-2.875488,-4.2838295,NA,3.936384,0.624107,4.246219,-0.40535,5.138818,4.473319,2.381046,5.818376,0.85666,4.125725,2.822644,3.205801,-2.661037,1.491586,4.429903,5.077531,3.708247,NA,2.650754,4.349916,2.909836,4.358399,5.123236,3.804138,3.23644,2.693723,NA,NA,3.768195,5.125229,5.567707,3.362041,2.080717,4.941479,-1.823677,4.496405,-2.24238,3.405957,4.656838,3.773346,-0.521322,-1.087411,2.239929,0.130199,3.633478,5.033658,0.781279,5.785569,2.773076,5.119918,NA,4.692566,1.663539,1.059909,3.261079,4.293627,4.640888,2.504067,4.61655,5.0741155,4.307349,-4.096463,4.687944,5.011925,0.4266,4.008098,2.236512,NA,5.125153,1.294161,5.415637,-1.158484,6.086026,4.161895,1.988484,-1.163756,NA,NA,4.039527,3.759874,-0.18986,4.646204,1.707929,NA,NA,4.669272,3.983586,-5.381909,3.868623,2.258228,-3.839939,4.905489,5.125229,2.317023,0.506631,5.413704,0.539466,-0.416845,NA,2.915498,3.2378295,0.574858,2.540963,1.737844,1.292538,2.822644,-4.271259,-2.909384,-4.609269,1.055391,3.444908,0.87671,2.315726,4.911606,4.029615,4.985529,4.657184,2.914914,NA,3.515791
"EKVX",6.65535,NA,5.431949,0.07761,NA,NA,4.072813,3.210739,5.092941,NA,NA,NA,NA,3.044237,5.793804,3.950937,2.132497,NA,NA,2.41576,NA,3.539289,4.263909,5.02184,NA,NA,NA,NA,NA,NA,NA,5.074999,NA,NA,NA,NA,1.548754,5.140471,NA,NA,4.681206,NA,NA,6.40596,NA,-0.717581,NA,NA,NA,-0.216046,-1.945828,1.478554,NA,4.099325,5.761923,4.158944,NA,6.117971,6.279072,NA,6.582597,NA,3.946012,2.431071,NA,NA,NA,4.720992,NA,3.948111,NA,4.000824,NA,5.754063,NA,3.077516,NA,5.796013,3.932731,NA,NA,NA,6.446427,5.137432,3.475834,4.716349,NA,-0.919115,5.886082,NA,NA,NA,6.199099,3.401,NA,NA,NA,4.047899,4.71046,NA,5.843431,NA,5.727071,NA,NA,NA,2.271149,3.042973,NA,NA,NA,4.947862,6.8126525,NA,NA,NA,5.743683,0.82605,NA,NA,NA,5.750678,NA,4.942236,0.91738,6.962866,5.800699,NA,NA,NA,NA,5.610014,4.406831,0.55677,2.375774,NA,NA,NA,1.943165,3.10497,NA,4.409675,NA,NA,NA,NA,2.63513,NA,NA,3.087684,1.945925,NA,NA,NA,NA,5.960949,5.274645,NA,NA,NA,0.554973,NA,NA,NA,NA,NA,NA,3.99142,4.515247,4.533635,NA,NA,4.3254
"EM2",2.904205,-1.023647,4.864876,1.902638,3.217339,4.800963,3.71293,-3.699489,3.45252,3.455297,0.73074,NA,1.663477,-0.030555,2.779594,2.746819,1.993639,2.648293,1.457791,-1.378659,2.747055,0.789076,0.844392,1.410984,NA,0.596468,-1.06059,NA,3.473473,NA,4.590713,1.139424,2.226389,NA,-5.457457,1.23133,-4.282016,5.37021,1.835664,2.656673,-0.710842,4.473835,-2.009037,4.959978,1.901565,-4.252174,-0.387811,NA,-6.288854,0.21653,-3.998805,-5.869758,NA,2.41264,0.307018,3.704721,-2.641089,4.936036,4.206243,1.535936,0.633317,-1.524495,3.144946,1.905014,3.174842,-3.079027,3.143865,4.664068,4.769009,1.830315,NA,2.306896,3.429345,1.087093,3.650129,2.916918,3.709816,0.481316,1.180346,NA,NA,4.639774,3.334086,3.275072,3.255521,3.099848,4.149648,-3.912252,4.684047,-2.686205,3.133656,4.588653,3.374341,-1.615634,-1.095797,2.295896,0.214068,4.069546,4.345021,-1.667018,5.020784,-3.542347,2.351232,NA,4.169407,1.838461,-0.183959,4.287682,3.220579,3.894379,1.229782,-0.462385,3.4557555,3.012164,-3.569823,2.939193,4.899784,-1.70871,3.304851,-2.171594,NA,4.058529,2.168844,3.434162,-1.789238,2.941513,2.843436,3.520198,-2.89394,NA,NA,2.896163,3.777917,0.033438,4.676763,0.62155,NA,NA,0.361499,2.215681,-5.639757,3.569375,0.901136,-3.763504,2.161613,4.023855,2.649881,1.187433,5.328388,-2.136099,-1.806687,NA,-1.547771,1.313281,2.002691,2.077879,2.595241,2.303611,1.552205,-4.303378,-3.81195,-3.967254,0.602489,1.812077,0.477554,2.018018,3.414716,3.984757,3.925177,3.831328,2.329767,NA,3.456901
"EOL1CELL",1.214361,-3.800903,4.469736,0.789232,1.992226,2.904046,1.782667,-3.547338,3.068255,1.131223,2.069428,NA,0.999947,-0.815548,2.554345,2.532251,1.357777,1.385457,0.831102,-1.819893,0.726705,0.470997,0.177246,-2.146923,NA,0.158226,-5.655122,NA,2.983406,NA,-3.347146,1.502125,0.028398,NA,-5.363156,0.4804,-4.169704,4.425287,-4.510263,1.186626,2.2028,3.367212,-1.623582,3.759832,1.66914,-6.476531,-1.954447,-6.774903,-5.552275,-0.588072,-4.351239,-5.897833,NA,1.746837,0.634338,0.8643,-2.976873,3.964969,4.431971,1.270527,0.541389,-5.791467,1.53138,1.532202,2.058262,-4.504776,0.141072,3.226415,3.749497,-3.688072,NA,1.852686,3.819955,0.849304,2.164447,0.636077,2.888992,0.569973,1.872287,NA,NA,2.089091,4.185025,4.410903,0.041485,1.898743,3.963097,-4.106574,3.208766,-1.927529,2.415066,4.185001,2.575438,-3.630089,-1.255081,1.713827,-3.590156,2.766733,2.876508,-2.223253,4.286347,-6.050529,2.648636,NA,0.372648,1.112188,0.710002,2.503333,3.248709,NA,-0.011723,-1.228902,1.154319,2.788552,-4.999153,2.084814,3.14941,-2.293283,2.215444,-1.770184,NA,4.185025,1.581188,1.339638,-2.711181,3.657487,0.476066,-2.164823,-3.008307,NA,NA,2.390281,3.730556,-0.769551,1.601565,1.878247,NA,NA,-0.752101,1.027869,-3.972378,2.840859,-5.791136,-5.273603,1.498794,1.957257,1.813832,-1.36347,2.697014,-3.513937,-2.133313,NA,-4.184021,-0.8061525,1.634753,2.7276955,0.548571,0.30071,-4.434991,-6.401685,-5.67681,-6.238587,0.387208,0.715915,0.561478,2.295691,2.691423,2.038187,1.851267,3.641499,0.226937,NA,2.449039
"ES2",4.757726,3.798627,6.385762,1.733426,4.334607,5.195482,4.028847,1.85283,5.479589,4.589157,3.098038,NA,1.930674,2.984594,5.532411,5.636448,1.870662,3.291798,2.670676,1.900928,4.437436,2.655675,2.466269,5.079752,NA,1.580356,-0.243217,NA,4.492794,NA,5.183045,2.581952,2.916659,NA,-4.933839,1.308215,-3.639373,5.838085,3.239502,0.983924,3.003457,5.687983,0.084087,4.198253,0.341756,-4.3637165,-1.694331,NA,2.043225,1.029687,-2.02431,-3.701039,NA,2.816506,1.347327,4.510076,-1.286472,5.865333,5.213088,2.869979,3.62677,1.04873,4.282868,1.255741,4.299398,-3.818555,0.698469,3.832119,5.016245,3.637088,NA,3.29405,3.589711,4.667855,5.669952,5.685866,5.492824,1.100591,3.372489,NA,NA,4.801647,4.885904,4.610061,4.762,5.892964,4.244776,-2.59608,4.699673,-2.361385,3.738448,5.913525,5.01515,-0.808848,-0.093109,3.340492,1.670505,4.810617,5.615237,3.432981,6.303527,4.813353,3.521438,NA,5.038278,2.924274,1.632631,4.711752,4.19954,4.336139,2.661018,3.357772,4.595785,4.411366,-0.182451,2.180663,4.409181,-0.906607,4.798262,0.28555,NA,4.79748,2.961693,2.943145,-0.759202,6.237075,3.646937,3.133421,-3.789187,NA,NA,4.164793,5.530353,0.361888,6.016327,1.583553,NA,NA,0.885583,2.43679,-3.311969,3.813398,2.247112,-3.283763,2.294423,4.433849,3.871701,0.598226,4.84693,-0.164833,-1.914947,NA,-1.43764,1.450039,3.245809,3.0619565,1.751922,2.799035,2.825691,-4.155677,-2.208012,-4.549156,1.581507,1.584328,1.685457,4.439101,3.905052,4.746409,5.00628,4.481695,2.560911,NA,4.219376
"ESS1",3.905065,3.469791,5.071446,2.343699,2.740899,4.864626,3.90727,1.12354,1.517729,3.970076,1.751536,NA,1.611333,-0.13463,4.969744,1.143156,1.828862,1.887197,1.666671,1.455403,2.352781,1.303907,-5.265998,4.360049,NA,0.784805,-1.877905,NA,2.452842,NA,4.570956,1.941616,1.325514,NA,-5.232429,0.410063,-4.997052,5.979875,1.451933,0.560043,1.637963,4.889591,0.864022,4.046089,3.892975,-4.291677,-2.402552,-5.354393,-2.576674,1.835399,-3.473539,-5.4738735,NA,2.461958,0.92329,1.580291,-3.174194,5.031411,4.490279,3.146762,5.164657,0.53943,3.376748,1.90272,2.809916,-3.681984,-0.088808,3.000364,4.867822,2.574863,NA,1.617546,3.934425,2.867495,4.43169,4.001557,3.407868,0.221822,2.039354,NA,NA,1.819426,2.57652,4.4757,4.083402,4.004694,4.888655,-2.664053,4.359451,-1.92074,2.756331,4.863907,3.758414,-2.73115,-0.428258,2.38864,0.803385,5.42587,4.113919,1.584805,5.580917,1.704721,1.585132,NA,4.470904,2.174527,0.723254,4.886439,3.507395,NA,2.41592,2.297799,3.5915245,3.264592,-4.915847,3.660778,2.991149,0.430143,1.315725,-1.653815,NA,3.950596,0.004418,3.412855,-1.565628,3.008219,2.039934,2.582176,-2.964105,NA,NA,3.815357,3.444456,-1.55991,2.697587,2.376211,NA,NA,0.855572,4.554387,-5.60942,2.922351,2.194891,-4.919809,0.804717,3.419553,0.43803,-0.916059,5.419749,-2.339152,-2.546161,NA,0.3794,2.250652,1.653367,2.006762,2.259952,2.794637,2.282415,-5.210861,-4.01327,-5.289982,1.643311,2.252876,0.717648,3.599221,3.517152,4.130675,2.487724,3.163673,1.443494,NA,2.360701
"FADU",4.768295,3.32629,6.08054,-0.780914,4.497357,4.329079,4.265433,1.35372,3.227755,5.490538,4.811397,NA,3.11588,1.885492,5.473315,4.090566,2.768797,0.780639,1.585242,1.685162,3.986763,2.364615,1.389374,1.122179,NA,2.45548,0.267364,NA,3.993266,NA,5.290045,2.881785,1.67518,NA,-4.580015,1.119408,-3.873749,6.116265,2.816806,2.131219,3.862745,5.293342,1.211974,4.074614,5.058167,-4.343342,-1.119642,NA,2.131844,0.746317,-2.29863,-2.3888805,NA,3.565388,3.123697,2.803522,-1.76491,5.485181,4.994928,0.803805,4.856522,1.643058,3.5909245,2.606615,0.619788,-3.729282,1.058593,3.619025,5.02615,2.453666,NA,2.887433,2.966327,2.056987,4.190376,1.904077,4.663601,0.390416,3.147193,NA,NA,0.411911,4.4083,5.380208,3.852138,4.760353,5.496758,-3.732665,5.447293,-1.090803,4.646972,5.484084,3.630974,0.571195,0.650059,5.159003,4.126445,3.785731,5.418695,2.092706,6.150393,4.397229,3.325758,NA,4.882095,2.735109,0.872268,5.168077,5.057255,4.743999,-0.495608,1.280799,3.494081,2.315058,-3.127296,3.152267,4.51416,-0.196571,4.166629,0.377965,NA,5.231283,1.301251,4.167713,-0.805267,4.246111,3.345363,2.891453,-1.007058,NA,NA,5.126434,3.868645,-1.501785,0.66966,3.073767,NA,NA,2.259207,3.534267,-3.590022,2.286529,2.301799,-2.853854,1.82322,2.787105,1.183979,0.323493,6.609457,-1.666487,-2.46814,NA,0.237295,2.479161,2.433051,4.8110715,4.78972,4.3161,2.356034,-4.875459,-1.839844,-3.410412,2.141744,3.40139,1.195389,4.644483,3.499534,3.63036,3.639981,5.081564,1.758657,NA,3.441142
"FTC133",6.4271,0.525637,3.712261,2.475086,0.91602,4.844935,4.960858,3.316987,5.880075,5.88662,NA,NA,NA,2.538624,5.210349,2.930238,2.077781,2.522381,2.552142,2.588254,1.27169,3.911177,5.015306,4.518517,NA,1.099829,-0.428873,NA,2.630982,NA,5.878966,5.070302,2.748644,NA,-5.070872,0.493682,-3.359043,6.519985,2.282524,1.542992,4.648093,5.837082,2.144144,6.060209,4.157456,-3.556491,-1.939844,NA,2.442699,3.085057,-0.962093,-2.8448365,NA,3.32113,1.741938,3.953719,-1.92112,5.339129,6.476258,2.617909,5.391236,1.606839,3.9620475,2.382307,2.534685,-4.212172,1.375446,3.853763,5.206408,4.494824,NA,3.402866,NA,3.7499,5.356879,6.059127,2.611328,1.850804,3.606274,NA,NA,2.296637,6.041128,5.471399,4.07208,4.22668,NA,0.375359,5.947287,-1.526289,2.524915,6.096054,5.578407,-0.936537,-0.026002,4.262271,2.892424,5.310718,5.316399,NA,6.502003,2.145506,5.350428,NA,5.237773,4.51609,2.045791,5.094122,4.338463,NA,2.686743,3.585729,4.4687285,3.935053,-3.048994,6.177012,5.131352,2.751395,4.972826,0.555189,NA,6.075401,2.833603,5.050347,-0.492417,3.39055,5.655299,4.187323,NA,NA,NA,5.519081,5.357361,0.245922,4.818197,1.489201,NA,NA,5.430545,4.825723,-5.596517,3.789558,2.605824,-2.704624,2.24674,3.491273,3.997374,0.356143,6.982074,0.119027,-1.658076,NA,2.219153,3.268983,1.768989,2.275802,2.92439,NA,1.806694,-3.356056,-0.699368,NA,1.935547,NA,1.986879,1.089826,2.775645,4.673104,5.489472,3.742173,2.105133,NA,4.422333
"FU97",3.60425,2.141246,NA,3.051885,1.10507,4.535302,NA,NA,1.087181,4.552164,4.616868,NA,2.140526,NA,NA,NA,NA,3.379665,3.549651,NA,1.582732,NA,NA,NA,NA,1.210094,1.80174,NA,2.023208,NA,6.103063,NA,2.152276,NA,-4.325226,0.271941,-1.724271,NA,2.307597,4.247349,NA,4.992175,2.367886,NA,3.977936,-4.847496,-3.491893,-2.25975,2.430939,NA,NA,-2.979709,NA,NA,NA,NA,-0.888351,5.192227,6.173237,3.883276,NA,1.13364,0.586411,NA,4.262026,4.738984,-0.723485,3.7522,4.608609,NA,NA,NA,4.958192,NA,3.37499,NA,2.059948,2.578669,NA,NA,NA,2.081596,NA,NA,3.623786,3.057077,5.694691,-2.509453,NA,-0.762611,5.104436,5.063905,NA,NA,1.702672,1.823452,3.988269,NA,NA,2.791826,NA,3.963783,NA,NA,3.328537,1.781669,NA,NA,4.563263,NA,1.811293,NA,3.096592,5.09334,-4.0224,2.366849,NA,0.867864,4.159608,-0.071364,NA,NA,0.827321,3.744418,NA,NA,NA,3.76517,-1.808562,NA,NA,NA,NA,NA,5.217083,3.387921,NA,NA,3.196233,NA,-5.141171,NA,2.317741,-2.134433,2.510052,1.951844,0.524122,0.375129,5.913816,NA,NA,NA,1.578442,3.096815,1.638237,2.221187,NA,5.033607,2.057287,-3.671457,NA,-0.511305,1.229745,2.203459,2.415752,4.112285,3.879852,NA,NA,NA,3.140406,NA,NA
"FUOV1",7.104364,3.709937,NA,2.663762,5.072226,5.384087,NA,NA,4.68513,6.245945,2.952311,NA,3.137343,NA,NA,NA,NA,2.586331,3.713024,NA,3.604102,NA,NA,NA,NA,3.415811,1.516016,NA,3.387386,NA,6.692497,NA,2.302997,NA,-3.171218,1.925496,1.994484,NA,2.54881,5.020939,NA,5.871891,4.915675,NA,5.57706,-2.739693,2.311292,1.900038,-0.597801,NA,NA,-2.508898,NA,NA,NA,NA,0.99763,6.602961,6.255523,4.188793,NA,1.883499,4.193368,NA,5.065429,7.129354,1.402475,5.707941,4.857705,NA,NA,NA,5.227464,NA,4.147486,NA,4.645865,5.998255,NA,NA,NA,3.485346,NA,NA,6.03178,3.876746,7.214304,-0.874046,NA,-1.115539,3.57788,5.837785,NA,NA,2.421515,3.582308,5.11074,NA,NA,2.300548,NA,3.845971,NA,NA,6.031463,2.878064,NA,NA,5.296601,NA,1.433063,NA,5.54454,6.137005,-0.136627,5.793086,NA,0.982776,5.120409,3.92773,NA,NA,1.099814,6.734421,NA,NA,NA,5.377616,-0.762619,NA,NA,NA,NA,NA,3.776019,3.540514,NA,NA,2.700783,NA,-6.099511,NA,4.486608,-1.961237,4.397964,4.086532,2.330956,1.109961,7.170166,NA,NA,NA,0.611686,2.936784,2.775246,6.409427,NA,4.375943,3.068574,1.191799,NA,0.593853,2.193011,2.690908,3.629312,3.333252,4.069417,NA,NA,NA,5.598426,NA,NA
